%time,field.data
1678477835100812910,0.239942908287
1678477835140373527,0.240536540747
1678477835180511130,0.240182191133
1678477835180521154,0.240409106016
1678477835220899360,0.240435048938
1678477835260861339,0.240457862616
1678477835260913602,0.240164548159
1678477835300640398,0.240129202604
1678477835300681281,0.239891454577
1678477835340766756,0.240291103721
1678477835340915722,0.240364193916
1678477835380634926,0.240667551756
1678477835420887269,0.240377381444
1678477835420957368,0.240272983909
1678477835460639508,0.240920856595
1678477835500806790,0.240382969379
1678477835540840371,0.240613028407
1678477835540887262,0.240166008472
1678477835580757906,0.240457087755
1678477835580812956,0.240657791495
1678477835620842541,0.239804282784
1678477835660520410,0.240646913648
1678477835660546877,0.240646675229
1678477835700752584,0.24054799974
1678477835700797028,0.240935012698
1678477835740691678,0.240679964423
1678477835740738123,0.240570440888
1678477835780869351,0.240337148309
1678477835820858507,0.240388840437
1678477835820915408,0.239991620183
1678477835860936065,0.240317136049
1678477835950891563,0.240490868688
1678477835950986582,0.240435764194
1678477835951072396,0.24107222259
1678477835951170694,0.240699708462
1678477835991735634,0.240394726396
1678477836030894434,0.240775853395
1678477836070910781,0.240079298615
1678477836071098548,0.240628316998
1678477836110896543,0.239961564541
1678477836111070357,0.239864841104
1678477836150916916,0.240448966622
1678477836151006190,0.241238668561
1678477836190877707,0.240793809295
1678477836230623403,0.240478351712
1678477836230777326,0.240415051579
1678477836270579817,0.240629523993
1678477836270712821,0.240320548415
1678477836310785546,0.240698024631
1678477836310942055,0.240988537669
1678477836350933778,0.239731326699
1678477836391098122,0.239981010556
1678477836430808829,0.23712079227
1678477836470784428,0.234662130475
1678477836470903408,0.233420729637
1678477836510791742,0.221813499928
1678477836510951442,0.210883319378
1678477836550691685,0.199673697352
1678477836590974882,0.185766577721
1678477836591184639,0.170304074883
1678477836630701383,0.154080837965
1678477836630745075,0.136694341898
1678477836670937844,0.118012405932
1678477836670994846,0.0741437226534
1678477836710975530,0.048865519464
1678477836750804761,0.077318765223
