%time,field.data
1678320874977261496,-0.112013302743
1678320874977304586,-0.114061012864
1678320875005032120,-0.114261724055
1678320875081578322,-0.113078281283
1678320875116195505,-0.112747855484
1678320875116245970,-0.113779604435
1678320875116381865,-0.114473111928
1678320875133654081,-0.114499941468
1678320875174285386,-0.113274358213
1678320875209615145,-0.113811157644
1678320875209643569,-0.112171381712
1678320875248477738,-0.114739902318
1678320875272023509,-0.114562951028
1678320875272060416,-0.112578488886
1678320875321117442,-0.112592630088
1678320875379222773,-0.113802760839
1678320875379249651,-0.113331213593
1678320875379278167,-0.112111628056
1678320875426424798,-0.114027611911
1678320875445905692,-0.11425216496
1678320875493853811,-0.114474959671
1678320875493921171,-0.112561658025
1678320875533667515,-0.113269887865
1678320875533698341,-0.113686054945
1678320875566475074,-0.114327736199
1678320875595978863,-0.114310771227
1678320875596003113,-0.114161252975
1678320875619489862,-0.114033214748
1678320875671129234,-0.113983467221
1678320875719412319,-0.112699776888
1678320875745601271,-0.113851763308
1678320875745630810,-0.114687219262
1678320875769565647,-0.113700337708
1678320875769655232,-0.114442035556
1678320875923136874,-0.112894766033
1678320876075095561,-0.112778112292
1678320876075116935,-0.114720396698
1678320876075147466,-0.113856233656
1678320876075176515,-0.113806910813
1678320876075204068,-0.112494878471
1678320876075223346,-0.114513218403
1678320876129173308,-0.112515069544
1678320876129200360,-0.112496748567
1678320876129219046,-0.113786049187
1678320876129225673,-0.112625420094
1678320876129275135,-0.113062672317
1678320876198544243,-0.113636575639
1678320876198568311,-0.113845527172
1678320876198613764,-0.112469546497
1678320876198706447,-0.114111036062
1678320876253440707,-0.112271957099
1678320876253479788,-0.11344268918
1678320876253500272,-0.113341294229
1678320876296847371,-0.112645916641
1678320876348356232,-0.112657383084
1678320876348466384,-0.1138009727
1678320876375974393,-0.114989854395
1678320876413666408,-0.113646440208
1678320876449103738,-0.114393353462
1678320876449137834,-0.113717071712
1678320876495512898,-0.11418877542
1678320876495603565,-0.112903781235
1678320876547623045,-0.1136488989
1678320876547658578,-0.112947970629
1678320876597497213,-0.113781124353
1678320876597516457,-0.114224351943
1678320876622032139,-0.113921299577
1678320876647971365,-0.114083565772
1678320876648102424,-0.112602725625
1678320876687741325,-0.112838640809
1678320876721003042,-0.114811174572
1678320876749694991,-0.114919766784
1678320876749789179,-0.114559702575
1678320876772237116,-0.11290499568
1678320876823051490,-0.113010659814
1678320876851990497,-0.113192051649
1678320876871234222,-0.114534661174
1678320876871265723,-0.113708071411
1678320876924878457,-0.114439234138
1678320876947842760,-0.114762015641
1678320876947903180,-0.112052544951
1678320876998399650,-0.114516250789
1678320877063926822,-0.113194108009
