%time,field.data
1678321180415615325,0.387818783522
1678321180450798131,0.3878916502
1678321180498448285,0.388861596584
1678321180527266037,0.38872051239
1678321180527292585,0.38805782795
1678321180563110055,0.388613194227
1678321180563146054,0.388753265142
1678321180587653288,0.387955725193
1678321180638566607,0.388016521931
1678321180663147055,0.38811019063
1678321180663170047,0.388497650623
1678321180746321765,0.388028085232
1678321180746417768,0.388803571463
1678321180746448299,0.388263195753
1678321180773581276,0.388367950916
1678321180799550889,0.388269215822
1678321180827811783,0.38933300972
1678321180827839486,0.387622654438
1678321180849951501,0.388611793518
1678321180893157936,0.388111829758
1678321180913592186,0.388135492802
1678321180955303727,0.388197690248
1678321180955325397,0.389383077621
1678321180993223868,0.388331025839
1678321181032645946,0.386351555586
1678321181076358711,0.383610993624
1678321181076401120,0.377751380205
1678321181165841439,0.370884090662
1678321181193879843,0.363370835781
1678321181193931900,0.352075606585
1678321181193974471,0.339925199747
1678321181194009095,0.325813651085
1678321181227419843,0.310007423162
1678321181227477066,0.293179810047
1678321181254344581,0.274964570999
1678321181303933682,0.255162477493
1678321181342952306,0.234004661441
1678321181377777468,0.211630612612
1678321181377794776,0.188385054469
1678321181402659637,0.163944318891
1678321181402759314,0.138951614499
1678321181425939573,0.112870953977
1678321181477982366,0.0868741646409
1678321181501335558,0.0591820254922
1678321181525964410,0.0318997316062
1678321181526032527,0.00511276163161
1678321181567869703,-0.0215433668345
1678321181579493959,-0.0487414300442
1678321181606250500,-0.0713827982545
1678321181643317348,-0.0896530225873
1678321181679028203,-0.105467200279
1678321181705862917,-0.116576068103
1678321181730098400,-0.123534947634
1678321181754711033,-0.126556441188
1678321181754785090,-0.12671546638
1678321181777892974,-0.122806698084
1678321181825101086,-0.115744024515
1678321181857502576,-0.107162520289
1678321181892328221,-0.100783750415
1678321181892345006,-0.092239446938
1678321181930621355,-0.0853710770607
1678321181930755534,-0.0783199295402
1678321181970149429,-0.0715256854892
1678321181970213294,-0.0666166767478
1678321182002820455,-0.0627450868487
1678321182056998249,-0.0607000850141
1678321182077919684,-0.060234837234
1678321182109691140,-0.0590803064406
1678321182109741742,-0.0603896826506
1678321182136758298,-0.0604070648551
1678321182174359336,-0.0614510551095
1678321182203678151,-0.0613416172564
1678321182230576316,-0.0617123991251
1678321182273979751,-0.0629231855273
1678321182311012068,-0.0640603601933
1678321182311230271,-0.0637153014541
1678321182354174091,-0.0641284883022
1678321182354190230,-0.063865378499
1678321182379149411,-0.0647525191307
1678321182406070375,-0.0647649914026
1678321182429850404,-0.0645360872149
1678321182474726647,-0.0645675584674
1678321182474777493,-0.0638123676181
1678321182526294616,-0.0646437928081
1678321182526466502,-0.0631653815508
1678321182555070913,-0.0629405751824
1678321182555104683,-0.0613807179034
1678321182582938560,-0.0610338561237
1678321182623947931,-0.0596215873957
1678321182654891961,-0.0579227395356
1678321182679570686,-0.0558131411672
1678321182679611281,-0.0537120252848
1678321182725463823,-0.0508653894067
1678321182754951759,-0.0472229532897
1678321182780719970,-0.0434248410165
1678321182827216858,-0.0390265062451
1678321182827240477,-0.0345048829913
1678321182855071372,-0.029947951436
1678321182855126711,-0.0228716377169
1678321182891080522,-0.0151743814349
1678321182924776179,-0.0073153921403
1678321182956632508,0.00240011420101
1678321182956768122,0.015054483898
1678321182978660343,0.028980622068
1678321183033648933,0.0440125837922
1678321183065453183,0.0611159279943
1678321183080521178,0.0794974192977
1678321183080554724,0.0986894741654
1678321183120044397,0.121024161577
1678321183155701226,0.143804758787
1678321183180129464,0.168688103557
1678321183228962021,0.194058954716
1678321183229089635,0.219363600016
1678321183277002490,0.24518249929
1678321183277171646,0.271382898092
1678321183305715170,0.298163026571
1678321183305834924,0.32527089119
1678321183330937068,0.351178616285
1678321183379191688,0.376427322626
1678321183394861644,0.400769233704
1678321183431248447,0.423868507147
1678321183474932360,0.446113497019
1678321183506320931,0.46712359786
1678321183506349619,0.487016499043
1678321183529666675,0.505489766598
1678321183529695103,0.523761868477
1678321183556173292,0.541302621365
1678321183609867494,0.557548344135
1678321183632155766,0.574272871017
1678321183674696617,0.590985178947
1678321183674774405,0.605231881142
1678321183705060262,0.617493391037
1678321183705108864,0.625098288059
1678321183731950091,0.632844150066
1678321183773166888,0.638019323349
1678321183807297237,0.64249920845
1678321183832261704,0.648043930531
1678321183873069428,0.650151014328
1678321183907061020,0.653389334679
1678321183907208089,0.654196977615
1678321183957030936,0.654836654663
1678321183980403609,0.654073238373
1678321183980432846,0.654884755611
1678321184005731990,0.689429342747
1678321184005832938,0.685850858688
1678321184054591476,0.67644572258
1678321184083588212,0.673614442348
1678321184109645656,0.63739079237
1678321184109697669,0.630139112473
1678321184132729331,0.622799038887
1678321184199789021,0.614658415318
1678321184221771343,0.605432271957
1678321184221807187,0.596069812775
1678321184242823534,0.586080789566
1678321184277360322,0.573941349983
1678321184307971773,0.561423897743
1678321184308013645,0.548738181591
1678321184353733208,0.534839451313
1678321184385171520,0.519536674023
1678321184473905824,0.504375398159
1678321184473941158,0.489019185305
1678321184511947078,0.471081227064
1678321184511979845,0.454106539488
1678321184512014692,0.436543047428
1678321184531768414,0.413115739822
1678321184559959529,0.390675753355
1678321184583516578,0.372012943029
1678321184583569093,0.360637187958
1678321184619133134,0.337246447802
1678321184677651758,0.314004153013
1678321184708738627,0.288288980722
1678321184755948921,0.263124585152
1678321184756108975,0.240741893649
1678321184784223655,0.221169784665
1678321184784250235,0.209202706814
1678321184811186370,0.195719376206
1678321184811216297,0.187683939934
1678321184841603586,0.182732701302
1678321184857390444,0.178119003773
1678321184883186157,0.176386862993
1678321184938173273,0.173045039177
1678321184959702294,0.171945303679
1678321184982660919,0.168447092175
1678321184982703906,0.168062314391
1678321185040278985,0.167510509491
1678321185084927850,0.166817650199
1678321185084958935,0.165491104126
1678321185109269121,0.165000617504
1678321185109354269,0.16556802392
1678321185159273398,0.165490373969
1678321185182953178,0.16668330133
1678321185209388301,0.166159287095
1678321185209498425,0.166602358222
1678321185232852887,0.168196856976
1678321185284170580,0.167311638594
1678321185309866027,0.170336097479
1678321185349469221,0.171059638262
1678321185349512235,0.171536281705
1678321185374708294,0.17242795229
1678321185409835635,0.173641040921
1678321185454712738,0.17394079268
1678321185454736908,0.173848509789
1678321185488967430,0.173982277513
1678321185663251248,0.17452660203
1678321185663299972,0.173144966364
1678321185675851571,0.173798412085
1678321185675895112,0.173839837313
1678321185675917662,0.173577457666
1678321185675936892,0.173748806119
1678321185675961378,0.174803435802
1678321185675991189,0.174310564995
1678321185708728940,0.175024151802
1678321185755401188,0.174343183637
1678321185755594256,0.175275847316
1678321185786681194,0.174930244684
1678321185786708131,0.175082162023
1678321185809085346,0.174580663443
1678321185854197957,0.174698606133
1678321185886010562,0.173612430692
1678321185909139885,0.173870399594
1678321185909205531,0.174794301391
1678321185954383906,0.173746794462
1678321185986370731,0.175111711025
1678321186010770659,0.174338668585
1678321186010792777,0.174710303545
1678321186053425865,0.174508661032
1678321186085508850,0.173763424158
1678321186115058247,0.172757938504
1678321186161490352,0.173639163375
1678321186161523291,0.173679515719
1678321186187066843,0.174054771662
1678321186187095910,0.174448609352
1678321186211060663,0.173091411591
1678321186261415893,0.174063205719
