%time,field.data
1678310015474993252,0.523105442524
1678310015475026898,0.523666501045
1678310015518793049,0.523489773273
1678310015528504049,0.523349821568
1678310015573608347,0.523050248623
1678310015603378238,0.52356916666
1678310015609624629,0.523021221161
1678310015647947479,0.523485660553
1678310015658384115,0.523582398891
1678310015690867770,0.523804247379
1678310015703747029,0.523315489292
1678310015742747870,0.523353934288
1678310015752631176,0.523121237755
1678310015778995957,0.522915005684
1678310015788633119,0.523564338684
1678310015828241115,0.523491084576
1678310015870772173,0.523302972317
1678310015877774419,0.523328602314
1678310015927126748,0.522553563118
1678310015939084519,0.523258149624
1678310015970564907,0.523609519005
1678310015978512010,0.52290892601
1678310016003885714,0.522513270378
1678310016043040424,0.523079693317
1678310016052378249,0.523475646973
1678310016102647486,0.523499846458
1678310016123916668,0.522916793823
1678310016146988997,0.523357093334
1678310016166966422,0.523021757603
1678310016179709017,0.522671699524
1678310016204287606,0.52301466465
1678310016230438744,0.523840129375
1678310016271208882,0.523685514927
1678310016296310928,0.523218214512
1678310016319087282,0.523334980011
1678310016329149413,0.523846030235
1678310016366962959,0.523530304432
1678310016380253653,0.522982418537
1678310016402813335,0.522890150547
1678310016454513680,0.523591518402
1678310016474766145,0.523506104946
1678310016494924608,0.522924363613
1678310016502628657,0.522829592228
1678310016543051797,0.523337841034
1678310016553764185,0.522976994514
1678310016577857030,0.523680388927
1678310016591027792,0.523499667645
1678310016627808489,0.522965431213
1678310016670753190,0.523012042046
1678310016677573467,0.523261964321
1678310016718930539,0.522652685642
1678310016732202708,0.523300170898
1678310016766895322,0.523297011852
1678310016778102864,0.522852122784
1678310016802984227,0.523110568523
1678310016844183324,0.52377396822
1678310016853798642,0.523232579231
1678310016894735703,0.523074746132
1678310016903681496,0.522797048092
1678310016943165321,0.523549258709
1678310016953789365,0.522942602634
1678310016978867970,0.523150682449
1678310016986694832,0.523050129414
1678310017030007259,0.523569405079
1678310017106536617,0.523161649704
1678310017106596907,0.523333013058
1678310017129821245,0.52317482233
1678310017129850245,0.523513674736
1678310017166960785,0.523428201675
1678310017179164453,0.523457467556
1678310017204678835,0.523236513138
1678310017246408120,0.523145735264
1678310017272833424,0.523252725601
1678310017294977060,0.52314645052
1678310017303873315,0.523221790791
1678310017342710093,0.523591935635
1678310017353741073,0.522867321968
1678310017378286735,0.522944569588
1678310017419072353,0.522922754288
1678310017429076031,0.523067593575
1678310017467037768,0.52325117588
1678310017478601492,0.522859096527
1678310017509373525,0.522608935833
1678310017528399850,0.523571550846
1678310017559312798,0.523796379566
1678310017579159339,0.523256659508
1678310017604319200,0.523576974869
1678310017642716644,0.523665845394
1678310017653878667,0.523330926895
1678310017690876333,0.523585677147
1678310017703927108,0.523193180561
1678310017749462957,0.523116230965
1678310017758530622,0.523554205894
1678310017780412933,0.523628294468
1678310017819583083,0.522826135159
1678310017827730248,0.523215055466
1678310017870811814,0.523634970188
1678310017879257626,0.523194253445
1678310017919001724,0.522985875607
1678310017928951799,0.523391842842
1678310017954720538,0.523005247116
1678310017962965270,0.523464798927
1678310018003940787,0.523068606853
1678310018045694149,0.523569107056
1678310018056537772,0.523474872112
1678310018093336852,0.523123204708
1678310018110141369,0.523318648338
1678310018142854044,0.523968279362
1678310018153059558,0.522917568684
1678310018195005926,0.52295333147
1678310018203348688,0.523468077183
1678310018229973695,0.523799002171
1678310018267039054,0.523832798004
1678310018278890750,0.523170173168
1678310018321188604,0.523138642311
1678310018328339017,0.52355748415
1678310018367083832,0.523158609867
1678310018380080717,0.522828638554
1678310018403410711,0.523368358612
1678310018442718325,0.523175597191
1678310018455330741,0.523466050625
1678310018496461620,0.523298084736
1678310018503437900,0.522906124592
1678310018542921312,0.523131430149
1678310018553524444,0.523086905479
1678310018579320657,0.522839903831
1678310018619896962,0.523028373718
1678310018628539463,0.522993445396
1678310018666938270,0.523240745068
1678310018678386311,0.522894322872
1678310018719100956,0.522738158703
1678310018729811463,0.523501634598
1678310018754779371,0.523513913155
1678310018762809033,0.522995531559
1678310018799071993,0.523580908775
1678310018842766532,0.523653626442
1678310018855327709,0.523199379444
1678310018896176335,0.523018956184
1678310018903526856,0.522673487663
1678310018942875190,0.523104429245
1678310018954545399,0.523029983044
1678310018978391763,0.523104310036
1678310019034144012,0.523357450962
1678310019042780687,0.522791802883
1678310019070891607,0.523010492325
1678310019081810854,0.522877037525
1678310019139558673,0.523293733597
1678310019155353926,0.519810974598
1678310019162712449,0.510201454163
