%time,field.data
1678310534055256219,0.551180183887
1678310534062822109,0.551260828972
1678310534109107413,0.55123770237
1678310534155289846,0.552338957787
1678310534176076970,0.552094042301
1678310534196614570,0.551063537598
1678310534205943344,0.554676234722
1678310534243992166,0.552580952644
1678310534255553871,0.553362190723
1678310534280991065,0.553594827652
1678310534331441653,0.551145792007
1678310534351129426,0.552166521549
1678310534371233037,0.55223852396
1678310534380164194,0.549788951874
1678310534419648611,0.552266657352
1678310534429134343,0.550979077816
1678310534455440030,0.551651000977
1678310534469998260,0.553758144379
1678310534506126079,0.551575064659
1678310534547303408,0.551750779152
1678310534562679654,0.55170583725
1678310534599003626,0.552821457386
1678310534606161446,0.553814589977
1678310534644463786,0.548174738884
1678310534654413183,0.55057656765
1678310534695115341,0.550882697105
1678310534717081697,0.554309427738
1678310534731187358,0.552039384842
1678310534771083097,0.552237570286
1678310534779290838,0.552720069885
1678310534819395018,0.555222809315
1678310534830393057,0.552536308765
1678310534870921436,0.553423345089
1678310534879421013,0.554402053356
1678310534904668695,0.553408801556
1678310534945406802,0.553882062435
1678310534955400273,0.554796099663
1678310534994989811,0.552540481091
1678310535005371221,0.554940164089
1678310535032632657,0.554731845856
1678310535047319647,0.551906943321
1678310535080340764,0.553832530975
1678310535130331145,0.554776966572
1678310535154781685,0.555108726025
1678310535171419218,0.555506289005
1678310535181152488,0.554803550243
1678310535218951508,0.55591905117
1678310535231329000,0.556953847408
1678310535255286263,0.55652320385
1678310535268766561,0.556861698627
1678310535306236040,0.55647277832
1678310535347090676,0.556583583355
1678310535355574239,0.55687892437
1678310535395254356,0.558963596821
1678310535404849223,0.564549207687
1678310535443594054,0.566133260727
1678310535456874902,0.56982254982
1678310535479573034,0.573182761669
1678310535529386118,0.579834282398
1678310535535246721,0.584249019623
1678310535571304290,0.580682754517
1678310535579723270,0.565810024738
1678310535613494663,0.557734489441
1678310535623345592,0.555399537086
1678310535654434207,0.530914366245
1678310535667304310,0.531602323055
1678310535704730399,0.530974447727
1678310535748229955,0.530891239643
1678310535758041028,0.531131625175
1678310535799166990,0.53144288063
1678310535805742343,0.531198084354
1678310535835386939,0.530411720276
1678310535851145350,0.5306879282
1678310535879041881,0.530988574028
1678310535930735125,0.531202375889
1678310535954772246,0.530722141266
1678310535971908721,0.530928909779
1678310535979244382,0.531206905842
1678310536019459619,0.530750513077
1678310536029116692,0.53093367815
1678310536055884434,0.530840814114
1678310536067171118,0.531020760536
1678310536104520330,0.531355440617
1678310536143231724,0.530233860016
1678310536155515214,0.53104943037
1678310536195069922,0.531006336212
1678310536205768352,0.531110405922
1678310536243029577,0.531310141087
1678310536254783016,0.531204044819
1678310536279633698,0.531333982944
1678310536329851440,0.530954182148
1678310536352307366,0.531092584133
1678310536371546446,0.531350314617
1678310536381220483,0.530708789825
1678310536420291385,0.531138420105
1678310536430179337,0.530870318413
1678310536467233434,0.530819535255
1678310536481976830,0.531133234501
